user_id,target,val_accuracy,val_auc,antisym_error
5fc68c7d781dffc92b8a11e5,attractive,0.752442996742671,0.8283078838409084,0.018269032
603951f6152e6be8454a7d54,attractive,0.6786492374727668,0.737373305798856,0.05889122
6036847a152e6be8454a5cde,attractive,0.5060728744939271,0.5237797154387722,0.050174642
601577ed152e6be8454a39cb,attractive,0.7495559502664298,0.8246465872594391,0.014522195
60378cd4152e6be8454a6535,attractive,0.7,0.7276785714285714,0.047525346
5fc68c7d781dffc92b8a11e5,smart,0.7122692725298588,0.8014506149551045,0.024367267
603951f6152e6be8454a7d54,smart,0.5566448801742919,0.5669964354105066,0.08810501
6036847a152e6be8454a5cde,smart,0.5020242914979757,0.500489308249591,0.088610426
601577ed152e6be8454a39cb,smart,0.7513321492007105,0.8467619529471287,0.035752516
60378cd4152e6be8454a6535,smart,0.6,0.6040044493882091,0.07358756
5fc68c7d781dffc92b8a11e5,trustworthy,0.7296416938110749,0.80656831023781,0.02227394
603951f6152e6be8454a7d54,trustworthy,0.6187363834422658,0.6477303854431617,0.05702609
6036847a152e6be8454a5cde,trustworthy,0.5182186234817814,0.514863544204093,0.053862233
601577ed152e6be8454a39cb,trustworthy,0.7424511545293073,0.8291562238930661,0.039678883
60378cd4152e6be8454a6535,trustworthy,0.6333333333333333,0.6941045606229144,0.06989582
